RR_Location,RR_Latitude,RR_Longitude,Station_ID,Station_Name,Station_Address,Station_City,Station_State,Station_Zip,Station_Latitude,Station_Longitude,Distance,Unleaded_Regular_Price,Unleaded_Plus_Price,Unleaded_Premium_Price,Diesel_Regular_Price,Brand,Phone,Excellent_Price,Current_Price,Transaction_Time,Transaction_Time_Ms,API_Updated,API_Updated_Time
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,SPRINGFIELD MARATHON|817 S DIRKSEN PKWY|SPRINGFIELD,SPRINGFIELD MARATHON,817 S DIRKSEN PKWY,SPRINGFIELD,IL,62703-2114,39.7923,-89.60587,2.88,2.899,3.599,,3.599,MARATHON,2175239200,False,True,2026-02-08T20:16:42.421000,1770581802421,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,SPRINGFIELD VP|1900 N PEORIA RD|SPRINGFIELD,SPRINGFIELD VP,1900 N PEORIA RD,SPRINGFIELD,IL,62702-2759,39.82567,-89.641,3.03,2.899,,,,UNKNOWN,2173063474,False,False,2026-02-06T23:07:41.241000,1770419261241,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,GPM PETROLEUM LLC|2900 SOUTH GRAND AVE E|SPRINGFIELD,GPM PETROLEUM LLC,2900 SOUTH GRAND AVE E,SPRINGFIELD,IL,62703-2176,39.787457,-89.610095,3.27,2.899,,,3.599,MARATHON,8047301568,False,True,2026-02-08T20:16:56.266000,1770581816266,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,BP 2017820|1201 N 9TH ST|SPRINGFIELD,BP 2017820,1201 N 9TH ST,SPRINGFIELD,IL,62702-3959,39.81631,-89.64325,3.28,2.899,,,,BP PRODUCTS NA,2175237589,False,False,2026-02-07T16:11:16.072000,1770480676072,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,JIMV INC.|1028 N 9TH ST|SPRINGFIELD,JIMV INC.,1028 N 9TH ST,SPRINGFIELD,IL,62702,39.813466,-89.6433,3.35,2.899,,,3.659,UNBRANDED,2177579046,False,False,2026-02-07T14:24:25.190000,1770474265190,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,BP 1018900|600 N 9TH ST|SPRINGFIELD,BP 1018900,600 N 9TH ST,SPRINGFIELD,IL,62702,39.80723,-89.64347,3.53,2.899,3.499,,,BP PRODUCTS NA,2175250812,False,True,2026-02-08T19:29:39.790000,1770578979790,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,124 EXPRESS FOODS|1151 N MACARTHUR BLVD|SPRINGFIELD,124 EXPRESS FOODS,1151 N MACARTHUR BLVD,SPRINGFIELD,IL,62702-2314,39.81577,-89.6684,4.58,2.899,,,,UNKNOWN,7085290374,False,True,2026-02-08T22:16:01.047000,1770588961047,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,QIK N EZ #58|1995 W MONROE ST|SPRINGFIELD,QIK N EZ #58,1995 W MONROE ST,SPRINGFIELD,IL,62704-1530,39.79964,-89.68661,5.84,2.899,,,,QIK N EZ,2177878155,False,True,2026-02-08T21:45:03.720000,1770587103720,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,HY-VEE 5640|1025 OUTER PARK DR|SPRINGFIELD,HY-VEE 5640,1025 OUTER PARK DR,SPRINGFIELD,IL,62704-4408,39.77488,-89.66958,5.94,2.899,3.399,4.299,3.649,HY VEE,5155595725,False,True,2026-02-08T14:50:09.617000,1770562209617,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,GPM PETROLEUM LLC|3801 6TH STREET FRONTAGE RD W|SPRINGFIELD,GPM PETROLEUM LLC,3801 6TH STREET FRONTAGE RD W,SPRINGFIELD,IL,62703-4701,39.74589,-89.64497,6.68,2.899,,,,MARATHON,8047301568,False,True,2026-02-09T00:25:42.755000,1770596742755,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,QIK N EZ #61|1230 TORONTO RD|SPRINGFIELD,QIK N EZ #61,1230 TORONTO RD,SPRINGFIELD,IL,62712-8690,39.71382,-89.63767,8.55,2.899,3.499,3.899,3.699,QIK N EZ,2175851230,False,True,2026-02-08T22:03:41.163000,1770588221163,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CIRCLE K SITE #0140|1201 TORONTO RD|SPRINGFIELD,CIRCLE K SITE #0140,1201 TORONTO RD,SPRINGFIELD,IL,62712-8620,39.71387,-89.63897,8.57,2.899,3.599,3.949,,CIRCLE K,2175294773,False,True,2026-02-09T02:12:07.632000,1770603127632,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,ROAD RANGER 181|500 TORONTO RD|SPRINGFIELD,ROAD RANGER 181,500 TORONTO RD,SPRINGFIELD,IL,62711-9486,39.71362,-89.64908,8.78,2.899,,3.849,3.799,UNBRANDED,8153877884,False,True,2026-02-08T21:50:16.856000,1770587416856,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,SD PETROLEUM|206 SOUTH ST|MECHANICSBURG,SD PETROLEUM,206 SOUTH ST,MECHANICSBURG,IL,62545,39.77618,-89.39652,10.65,2.899,,,,UNBRANDED,8153838503,False,True,2026-02-08T22:43:15.262000,1770590595262,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1716|701 E HARGRAVE ST 709|ATHENS,CASEYS #1716,701 E HARGRAVE ST 709,ATHENS,IL,62613-9779,39.96069,-89.71476,11.35,2.899,,,3.649,CASEY'S GENERAL STORE,2175592536,False,True,2026-02-09T02:01:14.291000,1770602474291,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,BERTS SERVICE|200 E HARGRAVE ST|ATHENS,BERTS SERVICE,200 E HARGRAVE ST,ATHENS,IL,62613-9432,39.96064,-89.72264,11.61,2.899,,,,PHILLIPS 66,2176368232,False,True,2026-02-08T22:05:48.869000,1770588348869,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #2457|1204 N MAIN ST|CHATHAM,CASEYS #2457,1204 N MAIN ST,CHATHAM,IL,62629-8007,39.68748,-89.704775,11.77,2.899,,,,CASEY'S GENERAL STORE,2174835708,False,True,2026-02-08T23:00:04.928000,1770591604928,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CIRCLE K SITE #1428|11 W PLUMMER BLVD|CHATHAM,CIRCLE K SITE #1428,11 W PLUMMER BLVD,CHATHAM,IL,62629,39.685928,-89.705495,11.88,2.899,,,,CIRCLE K,2174834580,False,True,2026-02-08T22:52:15.122000,1770591135122,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1962|801 E WALNUT ST|CHATHAM,CASEYS #1962,801 E WALNUT ST,CHATHAM,IL,62629-1585,39.67669,-89.6956,12.16,2.899,,,3.599,CASEY'S GENERAL STORE,2174720539,False,True,2026-02-09T00:35:45.532000,1770597345532,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,JACK FLASH CHATH|343 N MAIN ST|CHATHAM,JACK FLASH CHATH,343 N MAIN ST,CHATHAM,IL,62629,39.67915,-89.70462,12.26,2.899,,,,PHILLIPS 66,9999999999,False,True,2026-02-08T14:03:01.502000,1770559381502,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CHATHAM|300 N MAIN ST|CHATHAM,CHATHAM,300 N MAIN ST,CHATHAM,IL,62629,39.67665,-89.70455,12.4,2.899,,,,PHILLIPS 66,2174834787,False,False,2026-02-08T02:21:17.378000,1770517277378,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,AYERCO #10|215 S TROXELL|EDINBURG,AYERCO #10,215 S TROXELL,EDINBURG,IL,62531,39.66277,-89.38337,15.75,2.899,,,,UNKNOWN,2176234311,False,True,2026-02-08T18:32:08.258000,1770575528258,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1461|712 CARROLL ST|PAWNEE,CASEYS #1461,712 CARROLL ST,PAWNEE,IL,62558-9671,39.592417,-89.58151,16.45,2.899,,,,CASEY'S GENERAL STORE,2176252360,False,True,2026-02-09T00:44:15.107000,1770597855107,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1902|820 LINCOLN ST|AUBURN,CASEYS #1902,820 LINCOLN ST,AUBURN,IL,62615-9770,39.597986,-89.74976,18.31,2.899,,,3.699,CASEY'S GENERAL STORE,2175592456,False,True,2026-02-08T22:42:09.580000,1770590529580,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,PRAIRIELAND FS AUBUR|407 E JACKSON ST|AUBURN,PRAIRIELAND FS AUBUR,407 E JACKSON ST,AUBURN,IL,62615,39.58925,-89.736537,18.53,2.899,,,,UNBRANDED,2174383318,False,False,2026-02-07T23:45:54.311000,1770507954311,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CIRCLE K SITE #1398|329 W STATE|DIVERNON,CIRCLE K SITE #1398,329 W STATE,DIVERNON,IL,62530,39.56751,-89.65467,18.55,2.899,3.599,3.899,3.699,CIRCLE K,2176281127,False,True,2026-02-09T01:38:15.984000,1770601095984,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #2577|110 SPRINGFIELD ST|KINCAID,CASEYS #2577,110 SPRINGFIELD ST,KINCAID,IL,62540,39.59112,-89.42273,18.63,2.899,,,3.749,CASEY'S GENERAL STORE,2175592627,False,True,2026-02-08T16:28:41.988000,1770568121988,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #2943|14475 SR-4|AUBURN,CASEYS #2943,14475 SR-4,AUBURN,IL,62615,39.58837,-89.74324,18.74,2.899,,,3.469,CASEY'S GENERAL STORE,2174386378,False,True,2026-02-09T04:06:15.892000,1770609975892,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #2333|315 E SANGAMON AVE|PETERSBURG,CASEYS #2333,315 E SANGAMON AVE,PETERSBURG,IL,62675-1247,40.013013,-89.847047,18.79,2.899,,,3.699,CASEY'S GENERAL STORE,2175712092,False,True,2026-02-08T23:10:22.312000,1770592222312,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,AYERCO #8|203 N 6TH ST|PETERSBURG,AYERCO #8,203 N 6TH ST,PETERSBURG,IL,62675-1363,40.012129,-89.848413,18.8,2.899,,,,UNKNOWN,2176327805,False,False,2026-02-06T16:15:54.677000,1770394554677,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,KINCAID PHILLIPS 66|400 SPRINGFIELD ST|KINCAID,KINCAID PHILLIPS 66,400 SPRINGFIELD ST,KINCAID,IL,62540-4576,39.58764,-89.4172,18.98,2.899,,,,PHILLIPS 66,2172372421,False,False,2026-01-23T21:31:35.562000,1769203895562,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #3317|802 N TOPPER DR|MT PULASKI,CASEYS #3317,802 N TOPPER DR,MT PULASKI,IL,62548-6081,40.01662,-89.28074,20.59,2.899,,,3.699,CASEY'S GENERAL STORE,2175715289,False,True,2026-02-08T19:12:57.706000,1770577977706,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,MACH. 1 8 TAYLORVILLE|1224 W SPRINGFIELD RD|TAYLORVILLE,MACH. 1 8 TAYLORVILLE,1224 W SPRINGFIELD RD,TAYLORVILLE,IL,62568-2713,39.56696,-89.31017,23.32,2.899,,,,PHILLIPS 66,2176108539,False,True,2026-02-08T23:00:40.110000,1770591640110,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,TAYLORVILLE FAST STO|1200 N CHENEY ST|TAYLORVILLE,TAYLORVILLE FAST STO,1200 N CHENEY ST,TAYLORVILLE,IL,62568,39.56184,-89.30694,23.7,2.899,,,,UNBRANDED,2178243833,False,False,2026-02-06T22:42:21.177000,1770417741177,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #2938|401 N CHENEY ST|TAYLORVILLE,CASEYS #2938,401 N CHENEY ST,TAYLORVILLE,IL,62568-1136,39.55282,-89.3067,24.2,2.899,,,3.799,CASEY'S GENERAL STORE,2178242019,False,False,2026-02-07T19:39:57.919000,1770493197919,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,KROGER FUEL #2888|201 E BIDWELL ST|TAYLORVILLE,KROGER FUEL #2888,201 E BIDWELL ST,TAYLORVILLE,IL,62568-1361,39.55887,-89.294197,24.29,2.899,,,,KROGER,2178422911,False,False,2026-02-06T18:11:38.065000,1770401498065,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CIRCLEK# 4700154|415 W SPRESSER ST|TAYLORVILLE,CIRCLEK# 4700154,415 W SPRESSER ST,TAYLORVILLE,IL,62568-1853,39.55267,-89.29982,24.44,2.899,,,3.799,CIRCLE K,2178246106,False,True,2026-02-08T21:52:26.198000,1770587546198,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,WILLEYS STATION|1832 IL ROUTE 48|STONINGTON,WILLEYS STATION,1832 IL ROUTE 48,STONINGTON,IL,62567-5371,39.616872,-89.214554,24.57,2.899,,,3.799,UNBRANDED,2173252229,False,False,2026-02-04T22:04:43.216000,1770242683216,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,BP 6459994|301 W MAIN CROSS ST|TAYLORVILLE,BP 6459994,301 W MAIN CROSS ST,TAYLORVILLE,IL,62568-2153,39.54935,-89.297452,24.69,2.899,,,,BP PRODUCTS NA,2178242024,False,False,2026-01-30T12:25:25.437000,1769775925437,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1513|902 E PARK ST|TAYLORVILLE,CASEYS #1513,902 E PARK ST,TAYLORVILLE,IL,62568-1916,39.55227,-89.285595,24.93,2.899,,,3.799,CASEY'S GENERAL STORE,2178243477,False,False,2026-02-07T22:27:08.515000,1770503228515,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1907|613 1/2 S SPRINGFIELD ST|VIRDEN,CASEYS #1907,613 1/2 S SPRINGFIELD ST,VIRDEN,IL,62690-1680,39.49199,-89.7691,25.37,2.899,,,3.699,CASEY'S GENERAL STORE,2179655063,False,True,2026-02-08T14:36:48.923000,1770561408923,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1888|241 W ELM ST|WAVERLY,CASEYS #1888,241 W ELM ST,WAVERLY,IL,62692-1206,39.590725,-89.955195,25.75,2.899,,,3.699,CASEY'S GENERAL STORE,2174357590,False,True,2026-02-09T03:33:16.856000,1770607996856,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,JACK FLASH FARMERSVI|30239 W FRONTAGE RD|FARMERSVILLE,JACK FLASH FARMERSVI,30239 W FRONTAGE RD,FARMERSVILLE,IL,62533-8120,39.4436,-89.64753,26.94,2.899,3.299,,,PHILLIPS 66,2172273634,False,True,2026-02-08T21:58:15.869000,1770587895869,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,BILLINGSLEY TRAVEL C|301 N WYCKLES RD|DECATUR,BILLINGSLEY TRAVEL C,301 N WYCKLES RD,DECATUR,IL,62522-1050,39.84465,-89.02884,29.48,2.899,,4.599,3.389,PHILLIPS 66,2179175310,False,True,2026-02-08T22:03:21.916000,1770588201916,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1766|1671 S TAYLORVILLE RD|DECATUR,CASEYS #1766,1671 S TAYLORVILLE RD,DECATUR,IL,62521-3950,39.822123,-88.979624,32.09,2.899,,,,CASEY'S GENERAL STORE,8882273970,False,True,2026-02-08T19:28:26.124000,1770578906124,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,DECATUR TESORO|2195 N OAKLAND AVE|DECATUR,DECATUR TESORO,2195 N OAKLAND AVE,DECATUR,IL,62526-3125,39.865415,-88.972945,32.52,2.899,,,,TESORO,7065138724,False,False,2026-01-23T18:52:47.687000,1769194367687,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,MOWEAQUA 66|310 N MAIN ST|MOWEAQUA,MOWEAQUA 66,310 N MAIN ST,MOWEAQUA,IL,62550-1062,39.62736,-89.01982,33.11,2.899,,,,PHILLIPS 66,2177683663,False,False,2026-02-07T14:23:20.566000,1770474200566,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CIRCLE K # 01441|3810 E WILLIAM|DECATUR,CIRCLE K # 01441,3810 E WILLIAM,DECATUR,IL,62521,39.84899,-88.95741,33.28,2.899,3.599,3.999,3.399,CIRCLE K,2173621339,False,True,2026-02-09T03:45:18.053000,1770608718053,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CIRCLE K # 01313|205 W 1ST DR|DECATUR,CIRCLE K # 01313,205 W 1ST DR,DECATUR,IL,62521-5205,39.821918,-88.956473,33.32,2.899,,,3.499,CIRCLE K,2174216081,False,True,2026-02-08T21:16:48.659000,1770585408659,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,BILLINGSLEY ENTERPRI|1725 S FRANKLIN ST|DECATUR,BILLINGSLEY ENTERPRI,1725 S FRANKLIN ST,DECATUR,IL,62521,39.821837,-88.955297,33.38,2.899,,,3.399,PHILLIPS 66,2174287541,False,False,2026-02-08T13:11:38.434000,1770556298434,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,KROGER FUEL CTR. #292|3060 N WATER ST|DECATUR,KROGER FUEL CTR. #292,3060 N WATER ST,DECATUR,IL,62526-2465,39.87782,-88.95501,33.54,2.899,,,,KROGER,2178751296,False,False,2026-02-06T00:29:47.965000,1770337787965,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #3646|111 E COX ST|FORSYTH,CASEYS #3646,111 E COX ST,FORSYTH,IL,62535-8800,39.92983,-88.9552,34.05,2.899,,,3.599,CASEY'S GENERAL STORE,2174720562,False,True,2026-02-08T21:55:17.080000,1770587717080,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,BP 1858984|104 S ROUTE 51|FORSYTH,BP 1858984,104 S ROUTE 51,FORSYTH,IL,62535-8965,39.93481,-88.95552,34.1,2.899,,,,BP PRODUCTS NA,2178756169,False,False,2026-02-06T19:46:43.253000,1770407203253,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,VIRGINIA TRUCK STOP|20833 IL ROUTE 125|VIRGINIA,VIRGINIA TRUCK STOP,20833 IL ROUTE 125,VIRGINIA,IL,62691,39.953412,-90.207418,34.11,2.899,,,3.699,UNBRANDED,2174527608,False,True,2026-02-09T00:35:32.482000,1770597332482,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #3472|20750 IL ROUTE 125|VIRGINIA,CASEYS #3472,20750 IL ROUTE 125,VIRGINIA,IL,62691-1375,39.954179,-90.20874,34.19,2.899,,,3.549,CASEY'S GENERAL STORE,2175592746,False,True,2026-02-08T23:53:47.758000,1770594827758,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,FAST FUEL CONOCO|352 N MORGAN ST|VIRGINIA,FAST FUEL CONOCO,352 N MORGAN ST,VIRGINIA,IL,62691,39.954394,-90.21028,34.27,2.899,,,,CONOCO,2174523555,False,False,2026-02-06T21:55:09.019000,1770414909019,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,HUCK'S 287|204 N 22ND ST|DECATUR,HUCK'S 287,204 N 22ND ST,DECATUR,IL,62521-2156,39.843432,-88.926273,34.92,2.899,,,3.699,MARTIN & BAYLEY,2174236410,False,True,2026-02-09T01:06:22.758000,1770599182758,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1533|184 E STATE ST|PALMYRA,CASEYS #1533,184 E STATE ST,PALMYRA,IL,62674-5847,39.4344,-89.99426,35.0,2.899,,,3.399,CASEY'S GENERAL STORE,2174720305,False,True,2026-02-09T03:17:06.564000,1770607026564,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,WEST END FOOD|416 S OBANNON ST|RAYMOND,WEST END FOOD,416 S OBANNON ST,RAYMOND,IL,62560-5180,39.319613,-89.578457,35.3,2.899,,,,PHILLIPS 66,2172293331,False,True,2026-02-08T21:42:56.779000,1770586976779,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CIRCLE K # 01254|1685 S BALTIMORE AVE|DECATUR,CIRCLE K # 01254,1685 S BALTIMORE AVE,DECATUR,IL,62521-5000,39.82363,-88.892427,36.71,2.899,,3.799,,CIRCLE K,2174291805,False,True,2026-02-09T00:19:02.990000,1770596342990,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,BILLINGSLEY CARWASH|2015 S MOUNT ZION RD|DECATUR,BILLINGSLEY CARWASH,2015 S MOUNT ZION RD,DECATUR,IL,62521,39.820279,-88.878286,37.47,2.899,,,,PHILLIPS 66,2178642919,False,True,2026-02-08T21:45:52.622000,1770587152622,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #2203|6155 E US ROUTE 36|DECATUR,CASEYS #2203,6155 E US ROUTE 36,DECATUR,IL,62521-9621,39.81581,-88.85675,38.62,2.899,,,3.399,CASEY'S GENERAL STORE,2178642148,False,True,2026-02-08T19:44:56.121000,1770579896121,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,MURRAYVILLE FAST STO|105 MAIN ST|MURRAYVILLE,MURRAYVILLE FAST STO,105 MAIN ST,MURRAYVILLE,IL,62668,39.58515,-90.25176,39.32,2.899,,,,UNBRANDED,2178825015,False,False,2026-02-07T20:14:44.552000,1770495284552,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,BP 2199800|808 N BROAD ST|CARLINVILLE,BP 2199800,808 N BROAD ST,CARLINVILLE,IL,62626-1076,39.288324,-89.88159,40.67,2.899,,,,BP PRODUCTS NA,1111111111,False,False,2026-02-05T20:05:44.328000,1770321944328,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CARLINVILLE ZX|455 N BROAD ST|CARLINVILLE,CARLINVILLE ZX,455 N BROAD ST,CARLINVILLE,IL,62626,39.28508,-89.88161,40.88,2.899,,,3.499,UNBRANDED,2178542474,False,False,2026-02-08T00:58:40.306000,1770512320306,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1802|425 W MAIN ST|CARLINVILLE,CASEYS #1802,425 W MAIN ST,CARLINVILLE,IL,62626-1653,39.27963,-89.8863,41.32,2.899,,,3.699,CASEY'S GENERAL STORE,2174715664,False,False,2026-02-07T21:48:45.592000,1770500925592,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,SHELL SERVICE STATIO|1205 W UNION AVE|LITCHFIELD,SHELL SERVICE STATIO,1205 W UNION AVE,LITCHFIELD,IL,62056-1081,39.17779,-89.66851,45.32,2.899,3.401,,,SHELL,2173244112,False,False,2026-02-08T00:54:38.921000,1770512078921,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,BEARDSTOWN|9379 IL 125|BEARDSTOWN,BEARDSTOWN,9379 IL 125,BEARDSTOWN,IL,62618,40.00336,-90.42134,45.94,2.899,,,,CONOCO,2173235157,False,False,2026-02-07T18:35:21.740000,1770489321740,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,ANDREWS MART|1705 GRAND AVE|BEARDSTOWN,ANDREWS MART,1705 GRAND AVE,BEARDSTOWN,IL,62618,40.0034,-90.42143,45.95,2.899,,,3.699,PHILLIPS 66,9999999999,False,True,2026-02-09T04:01:07.191000,1770609667191,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1608|200 S HAMILTON ST|HILLSBORO,CASEYS #1608,200 S HAMILTON ST,HILLSBORO,IL,62049-1111,39.16047,-89.49444,46.54,2.899,,,3.599,CASEY'S GENERAL STORE,2175592796,False,False,2026-02-07T23:11:37.013000,1770505897013,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,T-MART|517 E 4TH ST|BEARDSTOWN,T-MART,517 E 4TH ST,BEARDSTOWN,IL,62618-1308,40.017568,-90.429314,46.61,2.899,,,,UNBRANDED,2173235829,False,False,2026-02-05T13:05:59.060000,1770296759060,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1480|1202 GRAND AVE|BEARDSTOWN,CASEYS #1480,1202 GRAND AVE,BEARDSTOWN,IL,62618-8028,40.007135,-90.43688,46.8,2.899,,,3.699,CASEY'S GENERAL STORE,2173232706,False,True,2026-02-09T03:32:13.281000,1770607933281,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,MOTOMART #3116|601 S MAIN ST|HILLSBORO,MOTOMART #3116,601 S MAIN ST,HILLSBORO,IL,62049-1731,39.155949,-89.49345,46.86,2.899,,,,UNBRANDED,2175326651,False,False,2026-02-07T17:30:23.456000,1770485423456,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1830|1556 SCHOOL ST|HILLSBORO,CASEYS #1830,1556 SCHOOL ST,HILLSBORO,IL,62049-1939,39.15606,-89.477039,46.95,2.899,,,,CASEY'S GENERAL STORE,2175592794,False,True,2026-02-08T17:41:17.397000,1770572477397,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,SHELL SERVICE STATIO|704 S MAIN ST|HILLSBORO,SHELL SERVICE STATIO,704 S MAIN ST,HILLSBORO,IL,62049-1734,39.15461,-89.49344,46.95,2.899,,,3.601,SHELL,2175322820,False,True,2026-02-08T19:06:58.753000,1770577618753,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,CASEYS #1963|1735 VANDALIA RD|HILLSBORO,CASEYS #1963,1735 VANDALIA RD,HILLSBORO,IL,62049-1855,39.142053,-89.48879,47.84,2.899,,,,CASEY'S GENERAL STORE,2175592795,False,True,2026-02-08T19:30:14.178000,1770579014178,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,WINCHESTER FAST STOP|97 N COMMERCIAL ST|WINCHESTER,WINCHESTER FAST STOP,97 N COMMERCIAL ST,WINCHESTER,IL,62694,39.632015,-90.461562,48.59,2.899,,,,UNBRANDED,2177423125,False,False,2026-02-07T17:14:32.529000,1770484472529,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,SHELL SERVICE STATIO|105 S 3RD ST|GIRARD,SHELL SERVICE STATIO,105 S 3RD ST,GIRARD,IL,62640-1545,39.446314,-89.78056,28.52,2.900,,,3.600,SHELL,2176273214,False,True,2026-02-09T02:03:00.193000,1770602580193,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,SHELL SERVICE STATIO|355 N WYCKLES RD|DECATUR,SHELL SERVICE STATIO,355 N WYCKLES RD,DECATUR,IL,62522-1050,39.84635,-89.028834,29.49,2.900,,,,SHELL,2174224767,False,True,2026-02-08T20:37:12.966000,1770583032966,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,UNIV. LIQUOR|1096 W MAIN ST|DECATUR,UNIV. LIQUOR,1096 W MAIN ST,DECATUR,IL,62522-2070,39.841081,-88.97263,32.46,2.900,,,,CONOCO,2174226924,False,False,2026-02-06T17:24:51.641000,1770398691641,No,
"Road Ranger #118 - Springfield, IL",39.8304811,-89.5842419,SHELL SERVICE STATIO|19022 W FRONTAGE RD|RAYMOND,SHELL SERVICE STATIO,19022 W FRONTAGE RD,RAYMOND,IL,62560-5051,39.279186,-89.647229,38.24,2.900,3.399,4.100,3.499,SHELL,2173246832,False,True,2026-02-09T01:54:29.054000,1770602069054,No,
